"restaurant name",city,"average cost for two",cost_rnk
"Cakes Degree",Gurgaon,300,6098
"Chennai Express",Gurgaon,300,6099
"Foodaucity - Bum Bum Bholey Ke Chole Bhature",Gurgaon,300,6100
"Foodies Nation",Gurgaon,300,6101
"Megha Vaishno Dhaba",Gurgaon,300,6102
"Smokey Pan",Gurgaon,300,6103
"Tandoor on The Way",Gurgaon,300,6104
"Burger Hut",Gurgaon,300,6105
Fomads,Gurgaon,300,6106
"Mom's Kitchen",Gurgaon,300,6107
"First Eat",Gurgaon,300,6108
"Burger Point",Gurgaon,300,6109
"Oh! Fudge",Gurgaon,300,6110
"Hungry Buffoons",Gurgaon,300,6111
Nukkadwala,Gurgaon,300,6112
"Ammu's South Indian Restaurant",Gurgaon,300,6113
"Burger Planet",Gurgaon,300,6114
"Bal Ji Rasoi",Gurgaon,300,6115
"The Burger Hub",Gurgaon,300,6116
"Baskin Robbins",Gurgaon,300,6117
"Shree Bikaner Misthan Bhandar",Gurgaon,300,6118
"Bansiwala Rasoi",Gurgaon,300,6119
"Radha Swami Shudh Vaishno Dhaba",Gurgaon,300,6120
"Swami Vaishno Dhaba",Gurgaon,300,6121
"Burger Point",Gurgaon,300,6122
"Burger Xpress",Gurgaon,300,6123
"Cake Factory",Gurgaon,300,6124
"Madras Cafe",Gurgaon,300,6125
"Madurai Meenakshi Bhawan",Gurgaon,300,6126
"China Hut",Gurgaon,300,6127
"Royal Mart",Gurgaon,300,6128
"Bablu Fast Food",Gurgaon,300,6129
"Full Dabba",Gurgaon,300,6130
"Burger Xpress",Gurgaon,300,6131
"Divine Bites",Gurgaon,300,6132
"Milan Apna Dhaba",Gurgaon,300,6133
"Ronny Flavours",Gurgaon,300,6134
"Firangi Bake",Gurgaon,300,6135
"Burger Point",Gurgaon,300,6136
"Sna-X Point",Gurgaon,300,6137
"Burger Joint",Gurgaon,300,6138
"Baskin Robbins",Gurgaon,300,6139
"Om Sweets",Gurgaon,300,6140
"Burger Point",Gurgaon,300,6141
"Cherry Crossing Foods",Gurgaon,300,6142
"Foody Goody",Gurgaon,300,6143
"The Breakfast Bite",Gurgaon,300,6144
"Burger Hut",Gurgaon,300,6145
"Blossoms 4 U",Gurgaon,300,6146
"Ghar Ki Handi",Gurgaon,300,6147
Giani,Gurgaon,300,6148
"Great Desserts Company",Gurgaon,300,6149
"Biryani Express",Gurgaon,300,6150
Firefly,Gurgaon,300,6151
"Lassi Cafe",Gurgaon,300,6152
Nukkadwala,Gurgaon,300,6153
"Brother's Snacks and Shakes",Gurgaon,300,6154
"Burger Xpress",Gurgaon,300,6155
"Firangi Bake",Gurgaon,300,6156
"The Daily",Gurgaon,300,6157
"Rao's Meeting Point",Gurgaon,300,6158
"First Eat",Gurgaon,300,6159
"Truffle Tangles",Gurgaon,300,6160
"Special O-cake-sions",Gurgaon,300,6161
"Juste Miam",Gurgaon,300,6162
"The Kathis",Gurgaon,300,6163
Kuzo,Gurgaon,300,6164
"Caf刺 Burger BC",Gurgaon,300,6165
Mochamania,Gurgaon,300,6166
Truffles,Gurgaon,300,6167
"WoW - Vada Pav & More",Gurgaon,300,6168
"Bandhani Fast Food",Gurgaon,300,6169
"Bikaner Sweets",Gurgaon,300,6170
"Renu Sweets & Restaurant",Gurgaon,300,6171
"Department of Food and Social Affair",Gurgaon,300,6172
"Madras Coffee House",Gurgaon,300,6173
Nukkadwala,Gurgaon,300,6174
"Dosa Republic",Gurgaon,300,6175
"4 Seasons",Guwahati,300,6176
"Grandson of Tunday Kababi",Lucknow,300,6177
"Vinayaka Mylari",Mysore,300,6178
Monosoz,"New Delhi",300,6179
"Puri Bakers","New Delhi",300,6180
"Madhuvan Chinese Fast Food","New Delhi",300,6181
#InstaFreeze,"New Delhi",300,6182
"Malais By Anands","New Delhi",300,6183
"Sprinkles Cup & Cake","New Delhi",300,6184
"Fabulous Cake","New Delhi",300,6185
"Sikka Chinese Fast Food","New Delhi",300,6186
"Shankar Fast Food","New Delhi",300,6187
"Uncle Cake Shop","New Delhi",300,6188
"6 Pack Momos","New Delhi",300,6189
"Indian Fresh Meat Shop","New Delhi",300,6190
"Malhotra Bakery","New Delhi",300,6191
Kanwarji's,"New Delhi",300,6192
"Apni Rasoi","New Delhi",300,6193
"Cake o' Cuisine","New Delhi",300,6194
"Nathu's Pastry Shop","New Delhi",300,6195
"The Kathis","New Delhi",300,6196
Bite-N-Sip,"New Delhi",300,6197
"The Chocolate Avenue","New Delhi",300,6198
"Hotel New Tamil Nadu","New Delhi",300,6199
"Prince Cafe","New Delhi",300,6200
"Adarsh Bhojnalaya","New Delhi",300,6201
"Anmol Chicken","New Delhi",300,6202
Bhikharam's,"New Delhi",300,6203
"Kamdhenu Family Corner","New Delhi",300,6204
"Natraj Cafe","New Delhi",300,6205
"Soni Bhojnalaya","New Delhi",300,6206
Kanwarji's,"New Delhi",300,6207
"Delhi-6 The Chicken Planet","New Delhi",300,6208
"Foody Dragon","New Delhi",300,6209
"Hotel 121 Shakahari","New Delhi",300,6210
"Kuremal Mahavir Prasad Kulfi Wale","New Delhi",300,6211
"Shakahari Restaurant","New Delhi",300,6212
"Aristocrat Sweet Shop","New Delhi",300,6213
"Gopal's Restaurant & Caterer's","New Delhi",300,6214
"Rabi Snacks Corner","New Delhi",300,6215
"Royal Chick 'N'","New Delhi",300,6216
"Bengal Snacks","New Delhi",300,6217
"Craving Cure","New Delhi",300,6218
"Kamala Fast Food & Chinese","New Delhi",300,6219
"Authentique Bites","New Delhi",300,6220
"Gujarati Samaj Santushti","New Delhi",300,6221
"Saras Fast Food Feast","New Delhi",300,6222
"Shama Chicken Corner","New Delhi",300,6223
"Baskin Robbins","New Delhi",300,6224
"Chaat Tadka","New Delhi",300,6225
"South Indian Snacks","New Delhi",300,6226
"Burger Joint","New Delhi",300,6227
"Delhi 6 Foods","New Delhi",300,6228
"R.P.W Pizza","New Delhi",300,6229
"Cake Central - Premier Cake Design Studio","New Delhi",300,6230
"Choco Kraft","New Delhi",300,6231
"Fluffles - The Fluffy Waffle Co.","New Delhi",300,6232
"Little Dragon","New Delhi",300,6233
"The Sweet Boutique","New Delhi",300,6234
"Tibb's Frankie","New Delhi",300,6235
"Baskin Robbins","New Delhi",300,6236
Cocoberry,"New Delhi",300,6237
"Milk Patisserie","New Delhi",300,6238
"Garam Masala","New Delhi",300,6239
"RV Restaurant","New Delhi",300,6240
"Chakhlo Food Court","New Delhi",300,6241
"Good Foods","New Delhi",300,6242
Kaveri,"New Delhi",300,6243
"Mughlai Flavours","New Delhi",300,6244
"Prince Snacks & Momo's Point","New Delhi",300,6245
"Eat & Gulp","New Delhi",300,6246
"L.N Live Kitchen","New Delhi",300,6247
"Bravo Diet Food and Nutrition","New Delhi",300,6248
"New South Indian Hut","New Delhi",300,6249
"Pizza Station","New Delhi",300,6250
"Sultan Food","New Delhi",300,6251
"Friends N Foods","New Delhi",300,6252
KSG,"New Delhi",300,6253
"Mahavrer Chap Express","New Delhi",300,6254
"Shakun Cook-Du-Ku","New Delhi",300,6255
"Wrap N Roll","New Delhi",300,6256
Muffins,"New Delhi",300,6257
Haldiram's,"New Delhi",300,6258
Meatwale.com,"New Delhi",300,6259
"Twenty Four Seven","New Delhi",300,6260
"Food Land","New Delhi",300,6261
"Hasty Tasty","New Delhi",300,6262
Litti.In,"New Delhi",300,6263
"Heera Chicken Corner","New Delhi",300,6264
"Laziz Chinese Fast Food","New Delhi",300,6265
"Piyu Fast Food","New Delhi",300,6266
"Punjabi Tandoor","New Delhi",300,6267
"Baskin Robbins","New Delhi",300,6268
"Chinese Food","New Delhi",300,6269
Cocoberry,"New Delhi",300,6270
"Twenty Four Seven","New Delhi",300,6271
"Punjabi Chaap Corner","New Delhi",300,6272
Hardwari,"New Delhi",300,6273
"Joost Juice Bar","New Delhi",300,6274
"The Crunch Box","New Delhi",300,6275
"Essex Collections Patisserie","New Delhi",300,6276
Foodies,"New Delhi",300,6277
Himcream,"New Delhi",300,6278
"Rahul Meat Corner","New Delhi",300,6279
"The Chinese Hut","New Delhi",300,6280
"Pompas Chicken","New Delhi",300,6281
"Punjabi's Veg Grill","New Delhi",300,6282
Singh's,"New Delhi",300,6283
"Tandoori Tadka","New Delhi",300,6284
"Hunger Strike","New Delhi",300,6285
"The Kathis","New Delhi",300,6286
"Baskin Robbins","New Delhi",300,6287
Cocoberry,"New Delhi",300,6288
"Fluffles - The Fluffy Waffle Co.","New Delhi",300,6289
"Cakes and Bakes","New Delhi",300,6290
"Gourmet Affaire's","New Delhi",300,6291
"Hot N Chilly","New Delhi",300,6292
Rollplay,"New Delhi",300,6293
Cocoberry,"New Delhi",300,6294
"Al Bake","New Delhi",300,6295
"Frosted Heaven","New Delhi",300,6296
"Baskin Robbins","New Delhi",300,6297
"Gupta Ji Ka Dhaba","New Delhi",300,6298
"Madras Cafe","New Delhi",300,6299
"La Seine -The Chocolate Emporium","New Delhi",300,6300
"The Chai Story","New Delhi",300,6301
"Sweet Sensations","New Delhi",300,6302
"Officer's Kitchen","New Delhi",300,6303
"Singh Mutton & Chicken Shop","New Delhi",300,6304
"Friends Fast Food","New Delhi",300,6305
"Nut Khut Rasoi","New Delhi",300,6306
"Sugar Boutique","New Delhi",300,6307
"Nut Khat Caterers","New Delhi",300,6308
"Railway Yard","New Delhi",300,6309
"Sahni Fish Corner","New Delhi",300,6310
"Chaat King","New Delhi",300,6311
Bakingo,"New Delhi",300,6312
"Food Refill","New Delhi",300,6313
"Nirula's Ice Cream","New Delhi",300,6314
"Pink Box","New Delhi",300,6315
Potet,"New Delhi",300,6316
"Sri Balaji","New Delhi",300,6317
"Food Daddy","New Delhi",300,6318
"Sri Balaji","New Delhi",300,6319
"Zaika Kathi Roll","New Delhi",300,6320
"Frugurpop-  ibis New Delhi","New Delhi",300,6321
"New Classic Kitchen","New Delhi",300,6322
"Maharashtra Sadan","New Delhi",300,6323
"Kashmiri Hills Wazwan","New Delhi",300,6324
"Bala's Kitchen","New Delhi",300,6325
"Dee The Baker","New Delhi",300,6326
"Icy Curls","New Delhi",300,6327
"D Brown Affairs","New Delhi",300,6328
"Food Code 99","New Delhi",300,6329
"Shama Muradabadi Chicken Corner","New Delhi",300,6330
"Starve Stalkers","New Delhi",300,6331
"Udupi Cafe","New Delhi",300,6332
"Baba Chicken Ludhiana Wale","New Delhi",300,6333
"Delhi Dhaba","New Delhi",300,6334
"Khalsa Veg Corner","New Delhi",300,6335
"Muradabadi Biryani","New Delhi",300,6336
"Tak - a - Tak","New Delhi",300,6337
"Tihar Food Court","New Delhi",300,6338
"9 Scoops","New Delhi",300,6339
"Pul Bangash Wale","New Delhi",300,6340
"Yo Momos","New Delhi",300,6341
"Bittoo Murge Wala","New Delhi",300,6342
"Shama Chicken Corner","New Delhi",300,6343
"Qureshi Kabab Corner","New Delhi",300,6344
"Haji Mohd. Hussain","New Delhi",300,6345
Al-Nawab,"New Delhi",300,6346
"Burger Point","New Delhi",300,6347
"TBK Kulcha's","New Delhi",300,6348
"Bhola Dhaba","New Delhi",300,6349
"Chaap Express","New Delhi",300,6350
"Delhi Biryani Hut","New Delhi",300,6351
"Mughlai Darbar Muradabadi","New Delhi",300,6352
"P.S. Chinese & Thai Food","New Delhi",300,6353
"Pak Afghan Restaurant","New Delhi",300,6354
"Sardar A Pure Meat Shop","New Delhi",300,6355
"Shri Ram Sweets","New Delhi",300,6356
"Tinker Koch","New Delhi",300,6357
"Cafe Punjabi","New Delhi",300,6358
"Chai Garam","New Delhi",300,6359
"34, Chowringhee Lane","New Delhi",300,6360
Teflas,"New Delhi",300,6361
RollsKing,"New Delhi",300,6362
"Bakey Wish","New Delhi",300,6363
"Amul Sweets & Bakery","New Delhi",300,6364
"Maxims Pastry Shop","New Delhi",300,6365
"Aggarwal Sweet Corner & Restaurant","New Delhi",300,6366
"Aggarwal's Sweets Paradise","New Delhi",300,6367
"Walk To Italy","New Delhi",300,6368
"34, Chowringhee Lane","New Delhi",300,6369
"Chennai Hot Cafe","New Delhi",300,6370
"Shiva Coffee & South Indian Fast Food","New Delhi",300,6371
"Twenty Four Seven","New Delhi",300,6372
"Chaudhary Sweets Corner","New Delhi",300,6373
Nukkadwala,"New Delhi",300,6374
"Shawarma Wala","New Delhi",300,6375
"Ved Dhaba","New Delhi",300,6376
"Wokin Street","New Delhi",300,6377
"Khana Vaana","New Delhi",300,6378
Goosebumps,"New Delhi",300,6379
"Pindi Meat","New Delhi",300,6380
Happy2Bake,"New Delhi",300,6381
"Pandit Dhaba","New Delhi",300,6382
"M:Eat by Blanco","New Delhi",300,6383
"Karan's Vaishno Dhaba","New Delhi",300,6384
"Moradabadi Biryani","New Delhi",300,6385
"Namdhari's Icecream & Bakers","New Delhi",300,6386
"Swad Fast Food","New Delhi",300,6387
"Apni Rasoi","New Delhi",300,6388
Bakeyard,"New Delhi",300,6389
Goosebumps,"New Delhi",300,6390
"Katyani Rasoi","New Delhi",300,6391
Triveni,"New Delhi",300,6392
Aalishaan,"New Delhi",300,6393
"Buddy 's. Pizza","New Delhi",300,6394
"Hungry Heights","New Delhi",300,6395
"Panjabi Chic-Shoppe","New Delhi",300,6396
"The Friends Cafe","New Delhi",300,6397
"Burger Head Quarter BHQ","New Delhi",300,6398
"Mulligan Cafe","New Delhi",300,6399
"Puja Sandwich House","New Delhi",300,6400
"Anna Dosa","New Delhi",300,6401
"Chicken King","New Delhi",300,6402
"Choco Kraft","New Delhi",300,6403
"Cocoalicious Delights","New Delhi",300,6404
"Food Junction","New Delhi",300,6405
"Lotes Bakes","New Delhi",300,6406
"Aggarwal Sweet Corner","New Delhi",300,6407
"The Burger Hut & Cake Shop","New Delhi",300,6408
"Burger Street","New Delhi",300,6409
"Dilli Zaika","New Delhi",300,6410
"Delhi 6 Cafe","New Delhi",300,6411
"Lala Ji Sweets","New Delhi",300,6412
"Laxmi Vaishno Dhaba","New Delhi",300,6413
"Mehta Food Junction","New Delhi",300,6414
"Priyanshi Fast Food","New Delhi",300,6415
"Shree Manakamna Fast Food","New Delhi",300,6416
"The Chinese Hut","New Delhi",300,6417
"The Khoj Cafe Restaurent","New Delhi",300,6418
Bhane,"New Delhi",300,6419
Kunafa,"New Delhi",300,6420
"Sugar Blossoms","New Delhi",300,6421
"Titu Restaurant","New Delhi",300,6422
"Szoun Chinese Food","New Delhi",300,6423
"Yummy Mummy @ Delhi","New Delhi",300,6424
"Chinese Mania","New Delhi",300,6425
"The Tandoori Night","New Delhi",300,6426
"Dolphin - The Food Cafe","New Delhi",300,6427
"First Treat Bakers","New Delhi",300,6428
"Jain Sweets & Bakers","New Delhi",300,6429
"Mukesh Bhojnalaya","New Delhi",300,6430
"New Royal Blue Dhaba","New Delhi",300,6431
"Sha-O-Lin Chinese Fast Food","New Delhi",300,6432
"Shahi Chicken Corner","New Delhi",300,6433
"ABC Restaurant","New Delhi",300,6434
Kathmandu,"New Delhi",300,6435
"Lhamo's Kitchen","New Delhi",300,6436
"Lhasa Manthang Restaurant","New Delhi",300,6437
"Lhasa Thali House","New Delhi",300,6438
"Little Tibet","New Delhi",300,6439
"New Open Restaurant","New Delhi",300,6440
"Kolhapuri Veg Non-Veg Foods","New Delhi",300,6441
"Mehfil Dhaba","New Delhi",300,6442
Litti.In,"New Delhi",300,6443
"Stop My Starvation","New Delhi",300,6444
"Snack Junction","New Delhi",300,6445
Turant,"New Delhi",300,6446
"Kafe @ Museum","New Delhi",300,6447
"Apna Dhaba and Caters","New Delhi",300,6448
"Meenakshi Bhawan","New Delhi",300,6449
"Mr. Tandoori Lal","New Delhi",300,6450
"9 is Mine","New Delhi",300,6451
"Ankur Family Restaurant","New Delhi",300,6452
"Baskin Robbins","New Delhi",300,6453
"China Town","New Delhi",300,6454
"Kerala Cafe","New Delhi",300,6455
"Keuchen Paradise","New Delhi",300,6456
"Shanghai Kitchen","New Delhi",300,6457
"Village - The House of Food","New Delhi",300,6458
"Bake Bank","New Delhi",300,6459
Buzybee,"New Delhi",300,6460
"Grubhouse Cafe","New Delhi",300,6461
"Satnaam Foods","New Delhi",300,6462
Senorita's,"New Delhi",300,6463
ToLoveFromLove,"New Delhi",300,6464
"Zayka chicken restaurant","New Delhi",300,6465
"Just Chinese","New Delhi",300,6466
Breadz,"New Delhi",300,6467
"Food Trax","New Delhi",300,6468
"Hub Tub","New Delhi",300,6469
"Mitra Di Chaap","New Delhi",300,6470
"South Indian Fast Food","New Delhi",300,6471
"Creamy Creation","New Delhi",300,6472
"K.D Corner","New Delhi",300,6473
"Dana Pani","New Delhi",300,6474
"Hotel Malabar","New Delhi",300,6475
"Samarpan Fast Food","New Delhi",300,6476
"A One Muradabadi","New Delhi",300,6477
"Harish And Sonu Sudh Bhojnalya","New Delhi",300,6478
"Munchies Midnight Delivery","New Delhi",300,6479
"Riyaz Chicken Corner","New Delhi",300,6480
"Romano's Pizza","New Delhi",300,6481
"Al Zaika","New Delhi",300,6482
"Retro Kichen","New Delhi",300,6483
"Twenty Four Seven","New Delhi",300,6484
"Baskin Robbins","New Delhi",300,6485
"Nut Khut Chaats & Snacks","New Delhi",300,6486
Cocoberry,"New Delhi",300,6487
"Eating Corner","New Delhi",300,6488
"El Posto","New Delhi",300,6489
"Pizza Station","New Delhi",300,6490
"Puri Bakers","New Delhi",300,6491
"Sweeter Delight","New Delhi",300,6492
"Baskin Robbins","New Delhi",300,6493
"Cafe Grub","New Delhi",300,6494
Cocoberry,"New Delhi",300,6495
"Aapki Rasoi","New Delhi",300,6496
"Burger Bros","New Delhi",300,6497
"Kumar Pastry Shop","New Delhi",300,6498
"Hot & Hot Shudhir Chinese Point","New Delhi",300,6499
"Food Box","New Delhi",300,6500
"Foody Box","New Delhi",300,6501
Giani,"New Delhi",300,6502
Brijwasi,"New Delhi",300,6503
"Delhite P笠tisserie","New Delhi",300,6504
"Desi Thaat Amritsari Naan","New Delhi",300,6505
"Happy Italiano","New Delhi",300,6506
"Lasha Chinese Food","New Delhi",300,6507
"NIK's Chicken Corner","New Delhi",300,6508
"Pheva Tandooris","New Delhi",300,6509
"Punjabi Delight","New Delhi",300,6510
D.A.A.,"New Delhi",300,6511
"Dee Cake Shop","New Delhi",300,6512
"Jaca Restaurant","New Delhi",300,6513
"Namaste Restaurant","New Delhi",300,6514
"Shahi Muradabadi","New Delhi",300,6515
Zawlbuk,"New Delhi",300,6516
"Apni Rasoi","New Delhi",300,6517
"Chinese Food Point","New Delhi",300,6518
"Chinese Temptation","New Delhi",300,6519
"Kanhaiya Fast Food","New Delhi",300,6520
"Melting Food Point","New Delhi",300,6521
"Sangeeta Dhaba","New Delhi",300,6522
"Shere Hind Chicken Corner","New Delhi",300,6523
"Snack Shack","New Delhi",300,6524
"Babu Soup Wala","New Delhi",300,6525
"Mannat Chinese Fast Food","New Delhi",300,6526
"Pizza Hot","New Delhi",300,6527
"Welcome Rasoi","New Delhi",300,6528
"Chinese K. Food","New Delhi",300,6529
"Hot House Grill","New Delhi",300,6530
"Twenty Four Seven","New Delhi",300,6531
"Chinese Hot","New Delhi",300,6532
"Diya Chinese Food","New Delhi",300,6533
"Fresh Meat CO","New Delhi",300,6534
"Khalsa Eating Point","New Delhi",300,6535
"Milan Shudh Vaishno","New Delhi",300,6536
"New Punjabi Chaap Corner","New Delhi",300,6537
"Urban Palate","New Delhi",300,6538
"Kith N Kin Cafeteria","New Delhi",300,6539
"Lazeez Rasoi","New Delhi",300,6540
"Dolce Gelato","New Delhi",300,6541
"Baljeet's Amritsari Koolcha","New Delhi",300,6542
Cocoberry,"New Delhi",300,6543
Dips,"New Delhi",300,6544
"Hashtag Foods","New Delhi",300,6545
"Mini Meals","New Delhi",300,6546
"Fusion N Food","New Delhi",300,6547
"The Chai Story","New Delhi",300,6548
"Buena Tierra","New Delhi",300,6549
"Chokoreto - The Cake Design Studio","New Delhi",300,6550
"Crazylicious Cakes N Desserts","New Delhi",300,6551
"Gulfam Kashmiri Wazwan","New Delhi",300,6552
"Ghalib Kabab Corner","New Delhi",300,6553
"Chinese Corner","New Delhi",300,6554
"Gupta Bhojnalya","New Delhi",300,6555
"The Bakery","New Delhi",300,6556
"Twenty Four Seven","New Delhi",300,6557
"Vishal Snacks","New Delhi",300,6558
"Gagan Assam Bengal Restaurant","New Delhi",300,6559
"Madan Cafe & Restaurant","New Delhi",300,6560
"Pardeep Corner","New Delhi",300,6561
"Sonu South Indian Restaurant","New Delhi",300,6562
"Aayush Food Plaza","New Delhi",300,6563
"Aggarwal Sweets","New Delhi",300,6564
"Baskin Robbins","New Delhi",300,6565
"Chennai Dosa Express","New Delhi",300,6566
"Chennai Dosa Xpress","New Delhi",300,6567
"Sai Bhojanalay","New Delhi",300,6568
"Shree Balaji Caterers","New Delhi",300,6569
Chocooze,"New Delhi",300,6570
"Chuk Chuk Mail","New Delhi",300,6571
"Grill Zone","New Delhi",300,6572
"Jaiveer Naan & Chaap","New Delhi",300,6573
"New Durga Dosa Corner","New Delhi",300,6574
"Temptation Food","New Delhi",300,6575
"Deli 63","New Delhi",300,6576
"Puri Bakers","New Delhi",300,6577
Biryaniwala,"New Delhi",300,6578
"Bikku Bakes","New Delhi",300,6579
"6 Pack Momos","New Delhi",300,6580
"Bake Houz","New Delhi",300,6581
"The Cake Bucks","New Delhi",300,6582
"Vaishnav Chat & Caterers","New Delhi",300,6583
"Dosa Corner","New Delhi",300,6584
"Hamburg To Hyderabad","New Delhi",300,6585
"Marshmallow Cakes & More","New Delhi",300,6586
"Puri Bakers","New Delhi",300,6587
"Giri Momos Centre & Chinese Fast Food","New Delhi",300,6588
"Babu Shahi Bawarchi","New Delhi",300,6589
"Chocolacious by WedCraft","New Delhi",300,6590
Muncheezz,"New Delhi",300,6591
"Gupta Chat Corner","New Delhi",300,6592
"Katyal Pure Vegetarian","New Delhi",300,6593
"Moon Bite","New Delhi",300,6594
"Baskin Robbins","New Delhi",300,6595
"Chai Garam","New Delhi",300,6596
"Food State","New Delhi",300,6597
"Hot Joint Fast Food","New Delhi",300,6598
"Murliwala Bakers","New Delhi",300,6599
"New Garden Hut","New Delhi",300,6600
"The Taste of Tandoor","New Delhi",300,6601
"Cakes Dot Com","New Delhi",300,6602
Cocoberry,"New Delhi",300,6603
"Kumar Pastry Shop","New Delhi",300,6604
"Twenty Four Seven","New Delhi",300,6605
"Gupta Chat Corner","New Delhi",300,6606
hug!,"New Delhi",300,6607
Nukkadwala,"New Delhi",300,6608
"The Kathis","New Delhi",300,6609
"Chinese Hut","New Delhi",300,6610
"Rupa Bangali Dhaba","New Delhi",300,6611
"Baskin Robbins","New Delhi",300,6612
"Foodies Joint","New Delhi",300,6613
"Fresh Meat CO","New Delhi",300,6614
"Friends Restaurant","New Delhi",300,6615
Giani,"New Delhi",300,6616
"Hot Pot","New Delhi",300,6617
"Hyderabadi Biryani Parlour","New Delhi",300,6618
"Pappu Ka Dhaba","New Delhi",300,6619
"Posh Spice","New Delhi",300,6620
"Sardar A Pure Meat Shop","New Delhi",300,6621
"Shama Chicken Corner","New Delhi",300,6622
"Tadak Punjabi","New Delhi",300,6623
"Burger Point","New Delhi",300,6624
Kings,"New Delhi",300,6625
"Dukes Pastry Shop","New Delhi",300,6626
"Shri Durga Dosa Corner","New Delhi",300,6627
"Twenty Four Seven","New Delhi",300,6628
"Gayway Bakery","New Delhi",300,6629
Goosebumps,"New Delhi",300,6630
"34, Chowringhee Lane","New Delhi",300,6631
"Apni Rasoi","New Delhi",300,6632
"Amritsari Xpress","New Delhi",300,6633
"Babbu Da Punjabi Dhaba","New Delhi",300,6634
"Chawla Fast Food","New Delhi",300,6635
Dec,"New Delhi",300,6636
Giani,"New Delhi",300,6637
